开始时间,结束时间,归属日期,日内时段,计划购电_kWh,实际普通购电_kWh,普通调整差额_kWh,紧急购电_kWh,实际外网总购电_kWh,普通电价_元每kWh,普通电费_元,紧急单价_元每kWh,紧急电费_元,本段总电费_元,电费标签,弃购电_kWh,购电利用量_kWh
2025-02-03T05:00:00,2025-02-03T05:10:00,2025-02-03,30,702.4753734886577,702.4753734886577,0.0,0.0,702.4753734886577,0.4395,308.7379266482651,2.1975,0.0,308.7379266482651,308.74元,18.5059396912601,683.9694337973976
2025-02-03T05:10:00,2025-02-03T05:20:00,2025-02-03,31,698.5719254201435,698.5719254201435,0.0,0.0,698.5719254201435,0.4333,302.6912152845482,2.1665,0.0,302.6912152845482,302.69元,40.65515874537662,657.9167666747669
2025-02-03T05:20:00,2025-02-03T05:30:00,2025-02-03,32,700.1489622473875,700.1489622473875,0.0,0.0,700.1489622473875,0.4439,310.7961243416153,2.2195,0.0,310.7961243416153,310.80元,43.02132890595395,657.1276333414336
2025-02-03T05:30:00,2025-02-03T05:40:00,2025-02-03,33,700.524955842487,700.524955842487,0.0,0.0,700.524955842487,0.4301,301.2957835078536,2.1505,0.0,301.2957835078536,301.30元,41.809955834386734,658.7150000081002
2025-02-03T05:40:00,2025-02-03T05:50:00,2025-02-03,34,682.3538514154216,682.3538514154216,0.0,0.0,682.3538514154216,0.3713,253.35798503054605,1.8565,0.0,253.35798503054605,253.36元,18.177118073988005,664.1767333414335
2025-02-03T05:50:00,2025-02-03T06:00:00,2025-02-03,35,757.3849608978056,757.3849608978056,0.0,0.0,757.3849608978056,0.5708,432.31533568046746,2.854,0.0,432.31533568046746,432.32元,7.458694223038655,749.926266674767
2025-02-03T06:00:00,2025-02-03T06:10:00,2025-02-03,36,884.4776639410452,884.4776639410452,0.0,0.0,884.4776639410452,0.9099,804.7862264199571,4.5495,0.0,804.7862264199571,804.79元,19.480997266278315,864.9966666747669
2025-02-03T06:10:00,2025-02-03T06:20:00,2025-02-03,37,235.02783402902878,235.02783402902878,0.0,0.0,235.02783402902878,0.9368,220.17407491839415,4.684,0.0,220.17407491839415,220.17元,0.0,235.02783402902878
2025-02-03T06:20:00,2025-02-03T06:30:00,2025-02-03,38,911.4967193483277,911.4967193483277,0.0,0.0,911.4967193483277,0.8758,798.2888268052654,4.3790000000000004,0.0,798.2888268052654,798.29元,0.0,911.4967193483277
2025-02-03T06:30:00,2025-02-03T06:40:00,2025-02-03,39,929.3387779398442,929.3387779398442,0.0,0.0,929.3387779398442,0.8759,814.0078355975096,4.3795,0.0,814.0078355975096,814.01元,0.0,929.3387779398442
2025-02-03T06:40:00,2025-02-03T06:50:00,2025-02-03,40,902.003456298681,902.003456298681,0.0,0.0,902.003456298681,0.8601,775.8131727624956,4.3004999999999995,0.0,775.8131727624956,775.81元,0.0,902.003456298681
2025-02-03T06:50:00,2025-02-03T07:00:00,2025-02-03,41,881.0809965414037,881.0809965414037,0.0,0.0,881.0809965414037,0.8442,743.808577280253,4.221,0.0,743.808577280253,743.81元,0.0,881.0809965414037
2025-02-03T07:00:00,2025-02-03T07:10:00,2025-02-03,42,864.6529744027026,864.6529744027026,0.0,0.0,864.6529744027026,0.8334,720.6017888672123,4.167,0.0,720.6017888672123,720.60元,0.0,864.6529744027026
2025-02-03T07:10:00,2025-02-03T07:20:00,2025-02-03,43,821.2286590139481,821.2286590139481,0.0,0.0,821.2286590139481,0.8092,664.5382308740868,4.046,0.0,664.5382308740868,664.54元,0.0,821.2286590139481
2025-02-03T07:20:00,2025-02-03T07:30:00,2025-02-03,44,773.7694081542209,773.7694081542209,0.0,0.0,773.7694081542209,0.7972,616.8489721805449,3.986,0.0,616.8489721805449,616.85元,0.0,773.7694081542209
2025-02-03T07:30:00,2025-02-03T07:40:00,2025-02-03,45,706.3405526643884,706.3405526643884,0.0,0.0,706.3405526643884,0.7644,539.9267184566585,3.822,0.0,539.9267184566585,539.93元,0.0,706.3405526643884
2025-02-03T07:40:00,2025-02-03T07:50:00,2025-02-03,46,1441.6347015719564,1441.6347015719564,0.0,0.0,1441.6347015719564,0.6899,994.5837806144926,3.4494999999999996,0.0,994.5837806144926,994.58元,0.0,1441.6347015719564
2025-02-03T07:50:00,2025-02-03T08:00:00,2025-02-03,47,690.7250420934477,690.7250420934477,0.0,0.0,690.7250420934477,0.86,594.023536200365,4.3,0.0,594.023536200365,594.02元,0.0,690.7250420934477
2025-02-03T08:00:00,2025-02-03T08:10:00,2025-02-03,48,300.97672578425045,300.97672578425045,0.0,0.0,300.97672578425045,1.1617,349.6446623435637,5.8084999999999996,0.0,349.6446623435637,349.64元,0.0,300.97672578425045
2025-02-03T08:10:00,2025-02-03T08:20:00,2025-02-03,49,236.37188222491216,236.37188222491216,0.0,0.0,236.37188222491216,1.1683,276.15327000336487,5.8415,0.0,276.15327000336487,276.15元,0.0,236.37188222491216
2025-02-03T08:20:00,2025-02-03T08:30:00,2025-02-03,50,145.10531329952687,145.10531329952687,0.0,0.0,145.10531329952687,1.0956,158.97738125096163,5.478,0.0,158.97738125096163,158.98元,0.0,145.10531329952687
2025-02-03T08:30:00,2025-02-03T08:40:00,2025-02-03,51,155.04830965359997,155.04830965359997,0.0,0.0,155.04830965359997,1.0849,168.2119111431906,5.4245,0.0,168.2119111431906,168.21元,0.0,155.04830965359997
2025-02-03T08:40:00,2025-02-03T08:50:00,2025-02-03,52,110.51605250607884,110.51605250607884,0.0,0.0,110.51605250607884,1.061,117.25753170894964,5.305,0.0,117.25753170894964,117.26元,0.0,110.51605250607884
2025-02-03T08:50:00,2025-02-03T09:00:00,2025-02-03,53,3.0615226807099134,3.0615226807099134,0.0,0.0,3.0615226807099134,1.043,3.1931681559804392,5.215,0.0,3.1931681559804392,3.19元,0.0,3.0615226807099134
2025-02-03T09:00:00,2025-02-03T09:10:00,2025-02-03,54,0.0,0.0,0.0,0.0,0.0,1.036,0.0,5.18,0.0,0.0,0.00元,0.0,0.0
2025-02-03T09:10:00,2025-02-03T09:20:00,2025-02-03,55,40.83432265819903,40.83432265819903,0.0,0.0,40.83432265819903,1.0147,41.43458720127455,5.073499999999999,0.0,41.43458720127455,41.43元,0.0,40.83432265819903
2025-02-03T09:20:00,2025-02-03T09:30:00,2025-02-03,56,246.82558089237494,246.82558089237494,0.0,0.0,246.82558089237494,0.9922,244.9003413614144,4.961,0.0,244.9003413614144,244.90元,0.0,246.82558089237494
2025-02-03T09:30:00,2025-02-03T09:40:00,2025-02-03,57,209.1530059961654,209.1530059961654,0.0,0.0,209.1530059961654,0.97,202.87841581628044,4.85,0.0,202.87841581628044,202.88元,0.0,209.1530059961654
2025-02-03T09:40:00,2025-02-03T09:50:00,2025-02-03,58,371.44924926357396,371.44924926357396,0.0,0.0,371.44924926357396,0.9422,349.9794826561394,4.711,0.0,349.9794826561394,349.98元,0.0,371.44924926357396
2025-02-03T09:50:00,2025-02-03T10:00:00,2025-02-03,59,61.663371259067276,61.663371259067276,0.0,0.0,61.663371259067276,0.9569,59.005679957801476,4.7844999999999995,0.0,59.005679957801476,59.01元,0.0,61.663371259067276
2025-02-03T10:00:00,2025-02-03T10:10:00,2025-02-03,60,0.0,0.0,0.0,0.0,0.0,0.9977,0.0,4.9885,0.0,0.0,0.00元,0.0,0.0
2025-02-03T10:10:00,2025-02-03T10:20:00,2025-02-03,61,0.0,0.0,0.0,0.0,0.0,0.9919,0.0,4.9595,0.0,0.0,0.00元,0.0,0.0
2025-02-03T10:20:00,2025-02-03T10:30:00,2025-02-03,62,0.0,0.0,0.0,0.0,0.0,0.9588,0.0,4.794,0.0,0.0,0.00元,0.0,0.0
2025-02-03T10:30:00,2025-02-03T10:40:00,2025-02-03,63,0.0,0.0,0.0,0.0,0.0,0.9549,0.0,4.7745,0.0,0.0,0.00元,0.0,0.0
2025-02-03T10:40:00,2025-02-03T10:50:00,2025-02-03,64,0.0,0.0,0.0,0.0,0.0,0.9839,0.0,4.9195,0.0,0.0,0.00元,0.0,0.0
2025-02-03T10:50:00,2025-02-03T11:00:00,2025-02-03,65,0.0,0.0,0.0,0.0,0.0,0.799,0.0,3.995,0.0,0.0,0.00元,0.0,0.0
2025-02-03T11:00:00,2025-02-03T11:10:00,2025-02-03,66,99.33462762660974,99.33462762660974,0.0,0.0,99.33462762660974,0.5025,49.91565038237139,2.5124999999999997,0.0,49.91565038237139,49.92元,0.0,99.33462762660974
2025-02-03T11:10:00,2025-02-03T11:20:00,2025-02-03,67,941.0377025249826,941.0377025249826,0.0,0.0,941.0377025249826,0.4662,438.7117769171469,2.331,0.0,438.7117769171469,438.71元,0.0,941.0377025249826
2025-02-03T11:20:00,2025-02-03T11:30:00,2025-02-03,68,583.0868205855742,583.0868205855742,0.0,0.0,583.0868205855742,0.5007,291.951571067197,2.5035000000000003,0.0,291.951571067197,291.95元,0.0,583.0868205855742
2025-02-03T11:30:00,2025-02-03T11:40:00,2025-02-03,69,929.2521441674768,929.2521441674768,0.0,0.0,929.2521441674768,0.4827,448.55000998964107,2.4135,0.0,448.55000998964107,448.55元,0.0,929.2521441674768
2025-02-03T11:40:00,2025-02-03T11:50:00,2025-02-03,70,881.8328771517232,881.8328771517232,0.0,0.0,881.8328771517232,0.4785,421.95703171709954,2.3925,0.0,421.95703171709954,421.96元,0.0,881.8328771517232
2025-02-03T11:50:00,2025-02-03T12:00:00,2025-02-03,71,837.3058861345866,837.3058861345866,0.0,0.0,837.3058861345866,0.4662,390.3520041159443,2.331,0.0,390.3520041159443,390.35元,0.0,837.3058861345866
2025-02-03T12:00:00,2025-02-03T12:10:00,2025-02-03,72,817.6042256370255,817.6042256370255,0.0,0.0,817.6042256370255,0.4432,362.3621928023297,2.2159999999999997,0.0,362.3621928023297,362.36元,0.0,817.6042256370255
2025-02-03T12:10:00,2025-02-03T12:20:00,2025-02-03,73,823.3818604672264,823.3818604672264,0.0,0.0,823.3818604672264,0.4411,363.19373865209354,2.2055,0.0,363.19373865209354,363.19元,0.0,823.3818604672264
2025-02-03T12:20:00,2025-02-03T12:30:00,2025-02-03,74,821.3461149446317,821.3461149446317,0.0,0.0,821.3461149446317,0.4551,373.7946169113019,2.2755,0.0,373.7946169113019,373.79元,0.0,821.3461149446317
2025-02-03T12:30:00,2025-02-03T12:40:00,2025-02-03,75,810.3896990271559,810.3896990271559,0.0,0.0,810.3896990271559,0.4463,361.67692267581964,2.2315,0.0,361.67692267581964,361.68元,0.0,810.3896990271559
2025-02-03T12:40:00,2025-02-03T12:50:00,2025-02-03,76,824.0405299130604,824.0405299130604,0.0,0.0,824.0405299130604,0.4113,338.9278699532417,2.0564999999999998,0.0,338.9278699532417,338.93元,0.0,824.0405299130604
2025-02-03T12:50:00,2025-02-03T13:00:00,2025-02-03,77,37.347752212777095,37.347752212777095,0.0,0.0,37.347752212777095,0.5682,21.220992807299947,2.841,0.0,21.220992807299947,21.22元,0.0,37.347752212777095
2025-02-03T13:00:00,2025-02-03T13:10:00,2025-02-03,78,83.57871430975683,83.57871430975683,0.0,0.0,83.57871430975683,0.8279,69.19481757704769,4.1395,0.0,69.19481757704769,69.19元,0.0,83.57871430975683
2025-02-03T13:10:00,2025-02-03T13:20:00,2025-02-03,79,83.19162483896196,83.19162483896196,0.0,0.0,83.19162483896196,0.8636,71.84428721092755,4.3180000000000005,0.0,71.84428721092755,71.84元,0.0,83.19162483896196
2025-02-03T13:20:00,2025-02-03T13:30:00,2025-02-03,80,77.38905118780144,77.38905118780144,0.0,0.0,77.38905118780144,0.8416,65.1306254796537,4.208,0.0,65.1306254796537,65.13元,0.0,77.38905118780144
2025-02-03T13:30:00,2025-02-03T13:40:00,2025-02-03,81,94.28923382906555,94.28923382906555,0.0,0.0,94.28923382906555,0.8618,81.25846171388869,4.309,0.0,81.25846171388869,81.26元,0.0,94.28923382906555
2025-02-03T13:40:00,2025-02-03T13:50:00,2025-02-03,82,126.19759410495328,126.19759410495328,0.0,0.0,126.19759410495328,0.8623,108.8201853967012,4.3115,0.0,108.8201853967012,108.82元,0.0,126.19759410495328
2025-02-03T13:50:00,2025-02-03T14:00:00,2025-02-03,83,0.0,0.0,0.0,0.0,0.0,0.9026,0.0,4.513,0.0,0.0,0.00元,0.0,0.0
2025-02-03T14:00:00,2025-02-03T14:10:00,2025-02-03,84,0.0,0.0,0.0,0.0,0.0,0.9754,0.0,4.877000000000001,0.0,0.0,0.00元,0.0,0.0
2025-02-03T14:10:00,2025-02-03T14:20:00,2025-02-03,85,0.0,0.0,0.0,0.0,0.0,1.0002,0.0,5.0009999999999994,0.0,0.0,0.00元,0.0,0.0
2025-02-03T14:20:00,2025-02-03T14:30:00,2025-02-03,86,0.0,0.0,0.0,0.0,0.0,0.9978,0.0,4.989,0.0,0.0,0.00元,0.0,0.0
2025-02-03T14:30:00,2025-02-03T14:40:00,2025-02-03,87,0.0,0.0,0.0,0.0,0.0,1.0271,0.0,5.1354999999999995,0.0,0.0,0.00元,0.0,0.0
2025-02-03T14:40:00,2025-02-03T14:50:00,2025-02-03,88,0.0,0.0,0.0,0.0,0.0,1.0906,0.0,5.453,0.0,0.0,0.00元,0.0,0.0
2025-02-03T14:50:00,2025-02-03T15:00:00,2025-02-03,89,0.0,0.0,0.0,0.0,0.0,0.9376,0.0,4.688,0.0,0.0,0.00元,0.0,0.0
2025-02-03T15:00:00,2025-02-03T15:10:00,2025-02-03,90,1282.4537204252078,1282.4537204252078,0.0,0.0,1282.4537204252078,0.6694,858.4745204526341,3.347,0.0,858.4745204526341,858.47元,0.0,1282.4537204252078
2025-02-03T15:10:00,2025-02-03T15:20:00,2025-02-03,91,1287.7245775322062,1287.7245775322062,0.0,0.0,1287.7245775322062,0.66,849.8982211712562,3.3000000000000003,0.0,849.8982211712562,849.90元,0.0,1287.7245775322062
2025-02-03T15:20:00,2025-02-03T15:30:00,2025-02-03,92,1230.9755572989634,1230.9755572989634,0.0,0.0,1230.9755572989634,0.7217,888.3950597026619,3.6085000000000003,0.0,888.3950597026619,888.40元,0.0,1230.9755572989634
2025-02-03T15:30:00,2025-02-03T15:40:00,2025-02-03,93,557.9402116162714,557.9402116162714,0.0,0.0,557.9402116162714,0.7308,407.74270664917117,3.654,0.0,407.74270664917117,407.74元,0.0,557.9402116162714
2025-02-03T15:40:00,2025-02-03T15:50:00,2025-02-03,94,627.3110337928711,627.3110337928711,0.0,0.0,627.3110337928711,0.7534,472.61613285954905,3.767,0.0,472.61613285954905,472.62元,0.0,627.3110337928711
2025-02-03T15:50:00,2025-02-03T16:00:00,2025-02-03,95,680.6315921340704,680.6315921340704,0.0,0.0,680.6315921340704,0.7823,532.4580945264833,3.9115,0.0,532.4580945264833,532.46元,0.0,680.6315921340704
2025-02-03T16:00:00,2025-02-03T16:10:00,2025-02-03,96,723.1975018305229,723.1975018305229,0.0,0.0,723.1975018305229,0.8055,582.5355877244862,4.0275,0.0,582.5355877244862,582.54元,0.0,723.1975018305229
2025-02-03T16:10:00,2025-02-03T16:20:00,2025-02-03,97,764.6623268788818,764.6623268788818,0.0,0.0,764.6623268788818,0.8271,632.4522105615231,4.1354999999999995,0.0,632.4522105615231,632.45元,0.0,764.6623268788818
2025-02-03T16:20:00,2025-02-03T16:30:00,2025-02-03,98,800.5569174922005,800.5569174922005,0.0,0.0,800.5569174922005,0.8519,681.9944380116056,4.2595,0.0,681.9944380116056,681.99元,0.0,800.5569174922005
2025-02-03T16:30:00,2025-02-03T16:40:00,2025-02-03,99,834.6122703666709,834.6122703666709,0.0,0.0,834.6122703666709,0.8791,733.7076468793405,4.3955,0.0,733.7076468793405,733.71元,0.0,834.6122703666709
2025-02-03T16:40:00,2025-02-03T16:50:00,2025-02-03,100,878.4227548999568,878.4227548999568,0.0,0.0,878.4227548999568,0.9024,792.688694021721,4.512,0.0,792.688694021721,792.69元,0.0,878.4227548999568
2025-02-03T16:50:00,2025-02-03T17:00:00,2025-02-03,101,927.6399596468581,927.6399596468581,0.0,0.0,927.6399596468581,0.9163,849.996495024416,4.5815,0.0,849.996495024416,850.00元,0.0,927.6399596468581
2025-02-03T17:00:00,2025-02-03T17:10:00,2025-02-03,102,971.0603022266185,971.0603022266185,0.0,0.0,971.0603022266185,0.9264,899.5902639827394,4.632,0.0,899.5902639827394,899.59元,0.0,971.0603022266185
2025-02-03T17:10:00,2025-02-03T17:20:00,2025-02-03,103,998.4000386342661,998.4000386342661,0.0,0.0,998.4000386342661,0.9462,944.6861165557426,4.731,0.0,944.6861165557426,944.69元,0.0,998.4000386342661
2025-02-03T17:20:00,2025-02-03T17:30:00,2025-02-03,104,1011.0176120750682,1011.0176120750682,0.0,0.0,1011.0176120750682,0.9742,984.9333576835314,4.8709999999999996,0.0,984.9333576835314,984.93元,0.0,1011.0176120750682
2025-02-03T17:30:00,2025-02-03T17:40:00,2025-02-03,105,1042.2417329887744,1042.2417329887744,0.0,0.0,1042.2417329887744,0.9862,1027.8587970735293,4.931,0.0,1027.8587970735293,1027.86元,0.0,1042.2417329887744
2025-02-03T17:40:00,2025-02-03T17:50:00,2025-02-03,106,1074.60618300177,1074.60618300177,0.0,0.0,1074.60618300177,0.976,1048.8156346097276,4.88,0.0,1048.8156346097276,1048.82元,0.0,1074.60618300177
2025-02-03T17:50:00,2025-02-03T18:00:00,2025-02-03,107,945.634098997629,945.634098997629,0.0,0.0,945.634098997629,1.0742,1015.8001491432532,5.371,0.0,1015.8001491432532,1015.80元,0.0,945.634098997629
2025-02-03T18:00:00,2025-02-03T18:10:00,2025-02-03,108,737.1146502822792,737.1146502822792,0.0,0.0,737.1146502822792,1.2313,907.6092688925704,6.1565,0.0,907.6092688925704,907.61元,0.0,737.1146502822792
2025-02-03T18:10:00,2025-02-03T18:20:00,2025-02-03,109,201.87090619552805,201.87090619552805,0.0,0.0,201.87090619552805,1.2561,253.57004527220278,6.2805,0.0,253.57004527220278,253.57元,0.0,201.87090619552805
2025-02-03T18:20:00,2025-02-03T18:30:00,2025-02-03,110,727.651548659193,727.651548659193,0.0,0.0,727.651548659193,1.2447,905.7078826160975,6.2235,0.0,905.7078826160975,905.71元,0.0,727.651548659193
2025-02-03T18:30:00,2025-02-03T18:40:00,2025-02-03,111,706.0987423816642,706.0987423816642,0.0,0.0,706.0987423816642,1.2545,885.8008723177977,6.2725,0.0,885.8008723177977,885.80元,0.0,706.0987423816642
2025-02-03T18:40:00,2025-02-03T18:50:00,2025-02-03,112,714.1189265985863,714.1189265985863,0.0,0.0,714.1189265985863,1.2522,894.2197198867498,6.261,0.0,894.2197198867498,894.22元,0.0,714.1189265985863
2025-02-03T18:50:00,2025-02-03T19:00:00,2025-02-03,113,74.51701581921475,74.51701581921475,0.0,0.0,74.51701581921475,1.2881,95.98536807673052,6.4405,0.0,95.98536807673052,95.99元,0.0,74.51701581921475
2025-02-03T19:00:00,2025-02-03T19:10:00,2025-02-03,114,38.88220824752602,38.88220824752602,0.0,0.0,38.88220824752602,1.3466,52.35878162611854,6.7330000000000005,0.0,52.35878162611854,52.36元,0.0,38.88220824752602
2025-02-03T19:10:00,2025-02-03T19:20:00,2025-02-03,115,50.108350364077296,50.108350364077296,0.0,0.0,50.108350364077296,1.3523,67.76152219734173,6.7615,0.0,67.76152219734173,67.76元,0.0,50.108350364077296
2025-02-03T19:20:00,2025-02-03T19:30:00,2025-02-03,116,90.27832249942185,90.27832249942185,0.0,0.0,90.27832249942185,1.3445,121.37920460047268,6.7225,0.0,121.37920460047268,121.38元,0.0,90.27832249942185
2025-02-03T19:30:00,2025-02-03T19:40:00,2025-02-03,117,77.55938539910164,77.55938539910164,0.0,0.0,77.55938539910164,1.3483,104.57331933360875,6.7415,0.0,104.57331933360875,104.57元,0.0,77.55938539910164
2025-02-03T19:40:00,2025-02-03T19:50:00,2025-02-03,118,56.21369944689138,56.21369944689138,0.0,0.0,56.21369944689138,1.349,75.83228055385648,6.745,0.0,75.83228055385648,75.83元,0.0,56.21369944689138
2025-02-03T19:50:00,2025-02-03T20:00:00,2025-02-03,119,41.9568585596553,41.9568585596553,0.0,0.0,41.9568585596553,1.3473,56.52847553742359,6.7364999999999995,0.0,56.52847553742359,56.53元,0.0,41.9568585596553
2025-02-03T20:00:00,2025-02-03T20:10:00,2025-02-03,120,24.406282160429214,24.406282160429214,0.0,0.0,24.406282160429214,1.3482,32.904549608690665,6.7410000000000005,0.0,32.904549608690665,32.90元,0.0,24.406282160429214
2025-02-03T20:10:00,2025-02-03T20:20:00,2025-02-03,121,61.43768945436773,61.43768945436773,0.0,0.0,61.43768945436773,1.3513,83.0207497596871,6.7565,0.0,83.0207497596871,83.02元,0.0,61.43768945436773
2025-02-03T20:20:00,2025-02-03T20:30:00,2025-02-03,122,69.47621212790966,69.47621212790966,0.0,0.0,69.47621212790966,1.34,93.09812425139896,6.7,0.0,93.09812425139896,93.10元,0.0,69.47621212790966
2025-02-03T20:30:00,2025-02-03T20:40:00,2025-02-03,123,49.93477621590171,49.93477621590171,0.0,0.0,49.93477621590171,1.3489,67.35701963762982,6.7445,0.0,67.35701963762982,67.36元,0.0,49.93477621590171
2025-02-03T20:40:00,2025-02-03T20:50:00,2025-02-03,124,78.50994113430818,78.50994113430818,0.0,39.7429424323385,118.25288356664669,1.3952,109.53706987058678,6.976,277.2467664079934,386.7838362785802,386.78元,0.0,118.25288356664669
2025-02-03T20:50:00,2025-02-03T21:00:00,2025-02-03,125,696.7352852496774,696.7352852496774,0.0,6.424048071309977,703.1593333209873,1.2226,851.8285597462556,6.1129999999999995,39.27020585991789,891.0987656061734,891.10元,0.0,703.1593333209873
2025-02-03T21:00:00,2025-02-03T21:10:00,2025-02-03,126,726.4378406148932,726.4378406148932,0.0,0.0,726.4378406148932,0.9332,677.9117928618183,4.666,0.0,677.9117928618183,677.91元,0.0,726.4378406148932
2025-02-03T21:10:00,2025-02-03T21:20:00,2025-02-03,127,768.1941828142935,768.1941828142935,0.0,0.0,768.1941828142935,0.9068,696.5984849760014,4.534000000000001,0.0,696.5984849760014,696.60元,0.0,768.1941828142935
2025-02-03T21:20:00,2025-02-03T21:30:00,2025-02-03,128,748.5357309833288,748.5357309833288,0.0,0.0,748.5357309833288,0.9371,701.4528335044774,4.6855,0.0,701.4528335044774,701.45元,0.0,748.5357309833288
2025-02-03T21:30:00,2025-02-03T21:40:00,2025-02-03,129,751.8046861406284,751.8046861406284,0.0,0.0,751.8046861406284,0.9371,704.5161713823829,4.6855,0.0,704.5161713823829,704.52元,0.0,751.8046861406284
2025-02-03T21:40:00,2025-02-03T21:50:00,2025-02-03,130,778.2631678804869,778.2631678804869,0.0,0.0,778.2631678804869,0.9871,768.2235730148286,4.9355,0.0,768.2235730148286,768.22元,0.0,778.2631678804869
2025-02-03T21:50:00,2025-02-03T22:00:00,2025-02-03,131,687.8495418777832,687.8495418777832,0.0,0.0,687.8495418777832,0.7764,534.0463843139108,3.8819999999999997,0.0,534.0463843139108,534.05元,0.0,687.8495418777832
2025-02-03T22:00:00,2025-02-03T22:10:00,2025-02-03,132,1403.7442367341387,1403.7442367341387,0.0,0.0,1403.7442367341387,0.4209,590.8359492413989,2.1045,0.0,590.8359492413989,590.84元,21.515903410805315,1382.2283333233333
2025-02-03T22:10:00,2025-02-03T22:20:00,2025-02-03,133,1400.5797356557198,1400.5797356557198,0.0,0.0,1400.5797356557198,0.3859,540.4837199895424,1.9295,0.0,540.4837199895424,540.48元,49.72683566571981,1350.85289999
2025-02-03T22:20:00,2025-02-03T22:30:00,2025-02-03,134,585.1241056307416,585.1241056307416,0.0,0.0,585.1241056307416,0.4368,255.58220933950795,2.184,0.0,255.58220933950795,255.58元,0.0,585.1241056307416
2025-02-03T22:30:00,2025-02-03T22:40:00,2025-02-03,135,1403.7740491066693,1403.7740491066693,0.0,0.0,1403.7740491066693,0.4198,589.3043458149798,2.099,0.0,589.3043458149798,589.30元,10.83071578333601,1392.9433333233333
2025-02-03T22:40:00,2025-02-03T22:50:00,2025-02-03,136,1409.9916790004668,1409.9916790004668,0.0,0.0,1409.9916790004668,0.4186,590.2225168295954,2.093,0.0,590.2225168295954,590.22元,0.0,1409.9916790004668
2025-02-03T22:50:00,2025-02-03T23:00:00,2025-02-03,137,1405.1728745418982,1405.1728745418982,0.0,0.0,1405.1728745418982,0.4241,595.933816093219,2.1205,0.0,595.933816093219,595.93元,3.918257885231461,1401.2546166566667
2025-02-03T23:00:00,2025-02-03T23:10:00,2025-02-03,138,1391.4178154498886,1391.4178154498886,0.0,0.0,1391.4178154498886,0.4237,589.5437284061178,2.1185,0.0,589.5437284061178,589.54元,15.46448212655536,1375.9533333233333
2025-02-03T23:10:00,2025-02-03T23:20:00,2025-02-03,139,1137.5890734666918,1137.5890734666918,0.0,0.0,1137.5890734666918,0.4248,483.2478384086507,2.124,0.0,483.2478384086507,483.25元,0.0,1137.5890734666918
2025-02-03T23:20:00,2025-02-03T23:30:00,2025-02-03,140,1433.3286505766946,1433.3286505766946,0.0,0.0,1433.3286505766946,0.424,607.7313478445185,2.12,0.0,607.7313478445185,607.73元,32.42561725336122,1400.9030333233334
2025-02-03T23:30:00,2025-02-03T23:40:00,2025-02-03,141,1446.9696159294047,1446.9696159294047,0.0,0.0,1446.9696159294047,0.422,610.6211779222087,2.11,0.0,610.6211779222087,610.62元,98.01961593940472,1348.94999999
2025-02-03T23:40:00,2025-02-03T23:50:00,2025-02-03,142,1458.335644767389,1458.335644767389,0.0,0.0,1458.335644767389,0.424,618.334313381373,2.12,0.0,618.334313381373,618.33元,91.85252811072245,1366.4831166566667
2025-02-03T23:50:00,2025-02-04T00:00:00,2025-02-03,143,606.0768502250797,606.0768502250797,0.0,0.0,606.0768502250797,0.4271,258.85542273113157,2.1355,0.0,258.85542273113157,258.86元,0.0,606.0768502250797
2025-02-04T00:00:00,2025-02-04T00:10:00,2025-02-03,144,558.2781666666666,558.2781666666666,0.0,0.0,558.2781666666666,0.4276,238.71974406666664,2.138,0.0,238.71974406666664,238.72元,0.0,558.2781666666666
2025-02-04T00:10:00,2025-02-04T00:20:00,2025-02-04,1,1313.3807397825185,1313.3807397825185,0.0,0.0,1313.3807397825185,0.4248,557.9241382596139,2.124,0.0,557.9241382596139,557.92元,0.0,1313.3807397825185
2025-02-04T00:20:00,2025-02-04T00:30:00,2025-02-04,2,1430.5631367725528,1430.5631367725528,0.0,0.0,1430.5631367725528,0.4245,607.2740515599486,2.1225,0.0,607.2740515599486,607.27元,29.079870115886017,1401.4832666566667
2025-02-04T00:30:00,2025-02-04T00:40:00,2025-02-04,3,570.137723249047,570.137723249047,0.0,0.0,570.137723249047,0.4269,243.39179405501815,2.1345,0.0,243.39179405501815,243.39元,0.0,570.137723249047
2025-02-04T00:40:00,2025-02-04T00:50:00,2025-02-04,4,574.182870821378,574.182870821378,0.0,0.0,574.182870821378,0.4272,245.29092241489266,2.136,0.0,245.29092241489266,245.29元,0.0,574.182870821378
2025-02-04T00:50:00,2025-02-04T01:00:00,2025-02-04,5,597.2598968706908,597.2598968706908,0.0,0.0,597.2598968706908,0.4271,255.08970195347203,2.1355,0.0,255.08970195347203,255.09元,0.0,597.2598968706908
2025-02-04T01:00:00,2025-02-04T01:10:00,2025-02-04,6,620.4792000607952,620.4792000607952,0.0,0.0,620.4792000607952,0.4285,265.8753372260507,2.1425,0.0,265.8753372260507,265.88元,0.0,620.4792000607952
2025-02-04T01:10:00,2025-02-04T01:20:00,2025-02-04,7,638.1256015472927,638.1256015472927,0.0,0.0,638.1256015472927,0.4311,275.0959468270379,2.1555,0.0,275.0959468270379,275.10元,0.0,638.1256015472927
2025-02-04T01:20:00,2025-02-04T01:30:00,2025-02-04,8,642.1306961764092,642.1306961764092,0.0,0.0,642.1306961764092,0.4302,276.24462549509127,2.1510000000000002,0.0,276.24462549509127,276.24元,0.0,642.1306961764092
